Model,DPO2002B
-2.2328e-02,1.36641,0.169031
-2.2264e-02,1.30734,0.167031
-2.2200e-02,1.25953,0.163031
-2.2136e-02,1.20328,0.160344
-2.2072e-02,1.15578,0.159172
-2.2008e-02,1.10781,0.156031
-2.1944e-02,1.05063,0.153375
-2.1880e-02,1.00453,0.149438
-2.1816e-02,0.958281,0.147953
-2.1752e-02,0.91375,0.144594
-2.1688e-02,0.867031,0.143828
-2.1624e-02,0.819063,0.139328
-2.1560e-02,0.772969,0.136203
-2.1496e-02,0.7325,0.131453
-2.1432e-02,0.692969,0.129109
-2.1368e-02,0.650938,0.125875
-2.1304e-02,0.60625,0.124563
-2.1240e-02,0.566406,0.119469
-2.1176e-02,0.524844,0.116828
-2.1112e-02,0.484688,0.114016
-2.1048e-02,0.444063,0.110938
-2.0984e-02,0.403281,0.106688
-2.0920e-02,0.374219,0.104641
-2.0856e-02,0.338594,0.100266
-2.0792e-02,0.301094,0.0982188
-2.0728e-02,0.270781,0.0925625
-2.0664e-02,0.236094,0.0889375
-2.0600e-02,0.197188,0.0867344
-2.0536e-02,0.163281,0.0825469
-2.0472e-02,0.125313,0.078
-2.0408e-02,0.099375,0.0744688
-2.0344e-02,0.073125,0.0694531
-2.0280e-02,0.0371875,0.0659844
-2.0216e-02,0.00359376,0.0616563
-2.0152e-02,-0.0217187,0.058125
-2.0088e-02,-0.0542187,0.0556406
-2.0024e-02,-0.0825,0.0516875
-1.9960e-02,-0.117656,0.0463594
-1.9896e-02,-0.145625,0.0417656
-1.9832e-02,-0.170625,0.0384688
-1.9768e-02,-0.203125,0.0329688
-1.9704e-02,-0.234687,0.0308906
-1.9640e-02,-0.261719,0.02475
-1.9576e-02,-0.285781,0.0222031
-1.9512e-02,-0.31875,0.0163906
-1.9448e-02,-0.34375,0.012125
-1.9384e-02,-0.363125,0.00914063
-1.9320e-02,-0.391719,0.00498437
-1.9256e-02,-0.425469,0.00225
-1.9192e-02,-0.441562,-0.0043125
-1.9128e-02,-0.468594,-0.00721875
-1.9064e-02,-0.483594,-0.0125469
-1.9000e-02,-0.517656,-0.0161719
-1.8936e-02,-0.539844,-0.0212813
-1.8872e-02,-0.562656,-0.0244219
-1.8808e-02,-0.593125,-0.0291563
-1.8744e-02,-0.617031,-0.0334531
-1.8680e-02,-0.639219,-0.0384219
-1.8616e-02,-0.661562,-0.0423906
-1.8552e-02,-0.687344,-0.0461406
-1.8488e-02,-0.71875,-0.050375
-1.8424e-02,-0.741719,-0.0539688
-1.8360e-02,-0.7675,-0.0583594
-1.8296e-02,-0.792656,-0.0623125
-1.8232e-02,-0.812187,-0.0665313
-1.8168e-02,-0.83875,-0.070375
-1.8104e-02,-0.871875,-0.0731406
-1.8040e-02,-0.888125,-0.0791563
-1.7976e-02,-0.915781,-0.0817969
-1.7912e-02,-0.938437,-0.0855469
-1.7848e-02,-0.964219,-0.0903906
-1.7784e-02,-0.994062,-0.092375
-1.7720e-02,-1.00828,-0.0985156
-1.7656e-02,-1.03469,-0.100875
-1.7592e-02,-1.06031,-0.104766
-1.7528e-02,-1.08484,-0.10825
-1.7464e-02,-1.11453,-0.112531
-1.7400e-02,-1.13281,-0.116281
-1.7336e-02,-1.16344,-0.119719
-1.7272e-02,-1.19125,-0.123203
-1.7208e-02,-1.21656,-0.126875
-1.7144e-02,-1.24109,-0.130266
-1.7080e-02,-1.27578,-0.134453
-1.7016e-02,-1.30859,-0.13725
-1.6952e-02,-1.32922,-0.141203
-1.6888e-02,-1.35875,-0.145891
-1.6824e-02,-1.39578,-0.148563
-1.6760e-02,-1.42547,-0.151469
-1.6696e-02,-1.45156,-0.154641
-1.6632e-02,-1.48422,-0.158047
-1.6568e-02,-1.51359,-0.161031
-1.6504e-02,-1.53547,-0.164313
-1.6440e-02,-1.56453,-0.167078
-1.6376e-02,-1.60109,-0.169828
-1.6312e-02,-1.63297,-0.172906
-1.6248e-02,-1.66797,-0.175625
-1.6184e-02,-1.70125,-0.178672
-1.6120e-02,-1.73828,-0.179375
-1.6056e-02,-1.77406,-0.182563
-1.5992e-02,-1.81609,-0.185328
-1.5928e-02,-1.8475,-0.186766
-1.5864e-02,-1.89016,-0.189328
-1.5800e-02,-1.93812,-0.191125
-1.5736e-02,-1.98125,-0.194469
-1.5672e-02,-2.02062,-0.197281
-1.5608e-02,-2.06797,-0.197266
-1.5544e-02,-2.11437,-0.200453
-1.5480e-02,-2.15844,-0.199688
-1.5416e-02,-2.19875,-0.201797
-1.5352e-02,-2.24109,-0.20425
-1.5288e-02,-2.29344,-0.205922
-1.5224e-02,-2.34031,-0.206984
-1.5160e-02,-2.38594,-0.207641
-1.5096e-02,-2.43125,-0.21
-1.5032e-02,-2.47672,-0.210359
-1.4968e-02,-2.52109,-0.211234
-1.4904e-02,-2.57719,-0.212266
-1.4840e-02,-2.60781,-0.211141
-1.4776e-02,-2.65422,-0.209906
-1.4712e-02,-2.69078,-0.212063
-1.4648e-02,-2.72625,-0.214109
-1.4584e-02,-2.76266,-0.213625
-1.4520e-02,-2.79437,-0.212547
-1.4456e-02,-2.80828,-0.213984
-1.4392e-02,-2.83047,-0.211891
-1.4328e-02,-2.845,-0.21225
-1.4264e-02,-2.84984,-0.211391
-1.4200e-02,-2.85578,-0.211828
-1.4136e-02,-2.85469,-0.211125
-1.4072e-02,-2.84141,-0.210625
-1.4008e-02,-2.83,-0.210875
-1.3944e-02,-2.80578,-0.209891
-1.3880e-02,-2.78453,-0.208094
-1.3816e-02,-2.75,-0.20625
-1.3752e-02,-2.70875,-0.205641
-1.3688e-02,-2.66594,-0.205281
-1.3624e-02,-2.61297,-0.203719
-1.3560e-02,-2.55687,-0.202719
-1.3496e-02,-2.50531,-0.202141
-1.3432e-02,-2.44734,-0.199625
-1.3368e-02,-2.3975,-0.199641
-1.3304e-02,-2.3325,-0.197438
-1.3240e-02,-2.27719,-0.197016
-1.3176e-02,-2.21734,-0.194344
-1.3112e-02,-2.15219,-0.192734
-1.3048e-02,-2.08469,-0.190172
-1.2984e-02,-2.02531,-0.187984
-1.2920e-02,-1.95562,-0.186906
-1.2856e-02,-1.88375,-0.184953
-1.2792e-02,-1.81031,-0.183953
-1.2728e-02,-1.75844,-0.182172
-1.2664e-02,-1.68766,-0.179703
-1.2600e-02,-1.61953,-0.178922
-1.2536e-02,-1.56266,-0.174734
-1.2472e-02,-1.51187,-0.17475
-1.2408e-02,-1.45016,-0.171063
-1.2344e-02,-1.39719,-0.168984
-1.2280e-02,-1.34594,-0.168594
-1.2216e-02,-1.28703,-0.165172
-1.2152e-02,-1.23797,-0.162797
-1.2088e-02,-1.18141,-0.159125
-1.2024e-02,-1.12437,-0.158734
-1.1960e-02,-1.085,-0.155703
-1.1896e-02,-1.04312,-0.153156
-1.1832e-02,-0.996875,-0.149859
-1.1768e-02,-0.95875,-0.147406
-1.1704e-02,-0.908906,-0.143891
-1.1640e-02,-0.855625,-0.140938
-1.1576e-02,-0.816875,-0.138188
-1.1512e-02,-0.767187,-0.136094
-1.1448e-02,-0.723437,-0.131984
-1.1384e-02,-0.676875,-0.130344
-1.1320e-02,-0.639375,-0.1275
-1.1256e-02,-0.604687,-0.122016
-1.1192e-02,-0.562969,-0.119484
-1.1128e-02,-0.51875,-0.115203
-1.1064e-02,-0.481719,-0.113141
-1.1000e-02,-0.447656,-0.109281
-1.0936e-02,-0.420156,-0.106391
-1.0872e-02,-0.383437,-0.102922
-1.0808e-02,-0.349219,-0.0988125
-1.0744e-02,-0.316719,-0.0964375
-1.0680e-02,-0.276562,-0.0923281
-1.0616e-02,-0.248906,-0.0878906
-1.0552e-02,-0.212969,-0.0831875
-1.0488e-02,-0.182812,-0.0803906
-1.0424e-02,-0.155312,-0.0761094
-1.0360e-02,-0.116562,-0.071125
-1.0296e-02,-0.0821875,-0.0679844
-1.0232e-02,-0.0503125,-0.0640156
-1.0168e-02,-0.0207812,-0.0598906
-1.0104e-02,0.00281251,-0.0565156
-1.0040e-02,0.036875,-0.0524844
-9.9760e-03,0.0698438,-0.0485313
-9.9120e-03,0.0954688,-0.0447813
-9.8480e-03,0.122813,-0.0406719
-9.7840e-03,0.15625,-0.0374219
-9.7200e-03,0.188281,-0.031875
-9.6560e-03,0.20875,-0.0269375
-9.5920e-03,0.242031,-0.02325
-9.5280e-03,0.268438,-0.0197656
-9.4640e-03,0.287969,-0.0146563
-9.4000e-03,0.325313,-0.0112344
-9.3360e-03,0.358906,-0.00667188
-9.2720e-03,0.381406,-0.00309375
-9.2080e-03,0.402031,0.00248437
-9.1440e-03,0.434219,0.00664062
-9.0800e-03,0.446563,0.0104375
-9.0160e-03,0.485,0.0145625
-8.9520e-03,0.51875,0.0185313
-8.8880e-03,0.526406,0.0237969
-8.8240e-03,0.556875,0.0263594
-8.7600e-03,0.58625,0.0305156
-8.6960e-03,0.608281,0.0353906
-8.6320e-03,0.642969,0.03925
-8.5680e-03,0.663438,0.0432344
-8.5040e-03,0.684688,0.048125
-8.4400e-03,0.71375,0.0533281
-8.3760e-03,0.723281,0.0578125
-8.3120e-03,0.760625,0.0599219
-8.2480e-03,0.785625,0.0635156
-8.1840e-03,0.807656,0.0683594
-8.1200e-03,0.836719,0.0713594
-8.0560e-03,0.856875,0.0764063
-7.9920e-03,0.877813,0.0794531
-7.9280e-03,0.90875,0.0837813
-7.8640e-03,0.925781,0.0874844
-7.8000e-03,0.955938,0.0925469
-7.7360e-03,0.980938,0.0948438
-7.6720e-03,1.00563,0.0992031
-7.6080e-03,1.03313,0.102766
-7.5440e-03,1.05625,0.107172
-7.4800e-03,1.08422,0.110406
-7.4160e-03,1.11422,0.113094
-7.3520e-03,1.13391,0.116719
-7.2880e-03,1.16328,0.120328
-7.2240e-03,1.19172,0.123672
-7.1600e-03,1.21891,0.127297
-7.0960e-03,1.24469,0.131156
-7.0320e-03,1.27531,0.135219
-6.9680e-03,1.30969,0.137359
-6.9040e-03,1.33641,0.142141
-6.8400e-03,1.36281,0.145078
-6.7760e-03,1.40344,0.149266
-6.7120e-03,1.43531,0.152422
-6.6480e-03,1.46203,0.156109
-6.5840e-03,1.49328,0.158656
-6.5200e-03,1.51953,0.163297
-6.4560e-03,1.55547,0.165859
-6.3920e-03,1.58734,0.168656
-6.3280e-03,1.61391,0.170891
-6.2640e-03,1.65297,0.175109
-6.2000e-03,1.68563,0.176828
-6.1360e-03,1.71859,0.179219
-6.0720e-03,1.75609,0.181594
-6.0080e-03,1.79328,0.183813
-5.9440e-03,1.82313,0.185828
-5.8800e-03,1.86141,0.188203
-5.8160e-03,1.89688,0.190609
-5.7520e-03,1.94469,0.192375
-5.6880e-03,1.98578,0.195453
-5.6240e-03,2.03813,0.196016
-5.5600e-03,2.0825,0.197531
-5.4960e-03,2.12125,0.200375
-5.4320e-03,2.17922,0.200969
-5.3680e-03,2.23016,0.20325
-5.3040e-03,2.27188,0.204359
-5.2400e-03,2.31844,0.205
-5.1760e-03,2.36813,0.207219
-5.1120e-03,2.40734,0.207672
-5.0480e-03,2.45891,0.208984
-4.9840e-03,2.51469,0.20775
-4.9200e-03,2.55859,0.210016
-4.8560e-03,2.5975,0.210906
-4.7920e-03,2.64031,0.212156
-4.7280e-03,2.67547,0.213125
-4.6640e-03,2.70719,0.211578
-4.6000e-03,2.74391,0.211703
-4.5360e-03,2.77094,0.211391
-4.4720e-03,2.80188,0.214156
-4.4080e-03,2.81781,0.211563
-4.3440e-03,2.83875,0.212438
-4.2800e-03,2.84766,0.210828
-4.2160e-03,2.85313,0.210297
-4.1520e-03,2.84875,0.210047
-4.0880e-03,2.83953,0.208516
-4.0240e-03,2.83438,0.209531
-3.9600e-03,2.80766,0.209125
-3.8960e-03,2.78438,0.208594
-3.8320e-03,2.75453,0.205859
-3.7680e-03,2.71188,0.204406
-3.7040e-03,2.67422,0.204625
-3.6400e-03,2.62453,0.2035
-3.5760e-03,2.57422,0.203234
-3.5120e-03,2.52531,0.201219
-3.4480e-03,2.47266,0.199688
-3.3840e-03,2.41547,0.198531
-3.3200e-03,2.35469,0.196531
-3.2560e-03,2.28656,0.196313
-3.1920e-03,2.23125,0.196344
-3.1280e-03,2.15484,0.192969
-3.0640e-03,2.08531,0.190797
-3.0000e-03,2.02031,0.188063
-2.9360e-03,1.94359,0.187891
-2.8720e-03,1.88688,0.185734
-2.8080e-03,1.81734,0.183953
-2.7440e-03,1.75734,0.182328
-2.6800e-03,1.69359,0.181203
-2.6160e-03,1.64203,0.178328
-2.5520e-03,1.57406,0.175531
-2.4880e-03,1.52297,0.173625
-2.4240e-03,1.45781,0.171344
-2.3600e-03,1.39875,0.169125
-2.2960e-03,1.35234,0.167031
-2.2320e-03,1.28594,0.163531
-2.1680e-03,1.23391,0.162063
-2.1040e-03,1.18344,0.159766
-2.0400e-03,1.13906,0.157313
-1.9760e-03,1.08203,0.155656
-1.9120e-03,1.03656,0.151969
-1.8480e-03,0.988438,0.149531
-1.7840e-03,0.931563,0.148172
-1.7200e-03,0.890625,0.142078
-1.6560e-03,0.848594,0.139563
-1.5920e-03,0.800938,0.138109
-1.5280e-03,0.76125,0.135172
-1.4640e-03,0.718281,0.130984
-1.4000e-03,0.678906,0.128078
-1.3360e-03,0.633438,0.125844
-1.2720e-03,0.589531,0.121875
-1.2080e-03,0.554219,0.11825
-1.1440e-03,0.514375,0.115156
-1.0800e-03,0.469688,0.113203
-1.0160e-03,0.430313,0.109344
-9.5200e-04,0.40125,0.105891
-8.8800e-04,0.360781,0.103781
-8.2400e-04,0.322656,0.0989531
-7.6000e-04,0.28125,0.0958906
-6.9600e-04,0.243594,0.091
-6.3200e-04,0.215313,0.0868438
-5.6800e-04,0.185938,0.0841875
-5.0400e-04,0.155313,0.0801406
-4.4000e-04,0.117656,0.077125
-3.7600e-04,0.0854688,0.0726875
-3.1200e-04,0.0565625,0.0676875
-2.4800e-04,0.0323438,0.0630938
-1.8400e-04,-0.00124999,0.0610469
-1.2000e-04,-0.035,0.0574688
-5.6000e-05,-0.0753125,0.05275
8.0000e-06,-0.0946875,0.0492969
7.2000e-05,-0.123594,0.0448281
1.3600e-04,-0.158437,0.040625
2.0000e-04,-0.186406,0.0359531
2.6400e-04,-0.21125,0.0326094
3.2800e-04,-0.241094,0.0270781
3.9200e-04,-0.272344,0.0229688
4.5600e-04,-0.29625,0.0186094
5.2000e-04,-0.325937,0.0144531
5.8400e-04,-0.355312,0.0107813
6.4800e-04,-0.374531,0.007
7.1200e-04,-0.39875,0.00398437
7.7600e-04,-0.431094,-0.000203125
8.4000e-04,-0.449531,-0.00559375
9.0400e-04,-0.477656,-0.00915625
9.6800e-04,-0.499062,-0.014625
1.0320e-03,-0.523594,-0.019
1.0960e-03,-0.553906,-0.0227031
1.1600e-03,-0.568125,-0.0270156
1.2240e-03,-0.600312,-0.0319531
1.2880e-03,-0.634687,-0.0344844
1.3520e-03,-0.645781,-0.0394063
1.4160e-03,-0.67125,-0.0434063
1.4800e-03,-0.706094,-0.0471875
1.5440e-03,-0.723594,-0.0528594
1.6080e-03,-0.75875,-0.0549063
1.6720e-03,-0.775156,-0.0598438
1.7360e-03,-0.801094,-0.0631563
1.8000e-03,-0.82375,-0.0670938
1.8640e-03,-0.847031,-0.0715
1.9280e-03,-0.878125,-0.07575
1.9920e-03,-0.907812,-0.0794844
2.0560e-03,-0.92125,-0.0831406
2.1200e-03,-0.954062,-0.0881094
2.1840e-03,-0.968906,-0.0907813
2.2480e-03,-0.998125,-0.0949688
2.3120e-03,-1.01891,-0.0989063
2.3760e-03,-1.04547,-0.102688
2.4400e-03,-1.07328,-0.106125
2.5040e-03,-1.09437,-0.110359
2.5680e-03,-1.11875,-0.113813
2.6320e-03,-1.14484,-0.116578
2.6960e-03,-1.16812,-0.121109
2.7600e-03,-1.19875,-0.124688
2.8240e-03,-1.22953,-0.128281
2.8880e-03,-1.25469,-0.131797
2.9520e-03,-1.28297,-0.136094
3.0160e-03,-1.31672,-0.139234
3.0800e-03,-1.34172,-0.142625
3.1440e-03,-1.36984,-0.146578
3.2080e-03,-1.40109,-0.150375
3.2720e-03,-1.43906,-0.152984
3.3360e-03,-1.47,-0.155703
3.4000e-03,-1.49641,-0.159969
3.4640e-03,-1.51969,-0.16275
3.5280e-03,-1.55109,-0.16525
3.5920e-03,-1.5725,-0.168375
3.6560e-03,-1.60297,-0.171609
3.7200e-03,-1.64031,-0.174297
3.7840e-03,-1.67953,-0.175734
3.8480e-03,-1.71734,-0.178734
3.9120e-03,-1.74844,-0.180563
3.9760e-03,-1.79422,-0.183828
4.0400e-03,-1.83234,-0.185813
4.1040e-03,-1.87078,-0.187703
4.1680e-03,-1.91234,-0.188906
4.2320e-03,-1.95812,-0.192766
4.2960e-03,-1.99594,-0.193375
4.3600e-03,-2.04109,-0.19725
4.4240e-03,-2.08516,-0.196984
4.4880e-03,-2.12359,-0.200672
4.5520e-03,-2.16391,-0.202859
4.6160e-03,-2.21391,-0.202844
4.6800e-03,-2.26219,-0.203609
4.7440e-03,-2.31656,-0.205578
4.8080e-03,-2.35219,-0.206906
4.8720e-03,-2.39891,-0.208766
4.9360e-03,-2.44781,-0.209406
5.0000e-03,-2.48375,-0.210344
5.0640e-03,-2.53281,-0.2115
5.1280e-03,-2.59406,-0.210828
5.1920e-03,-2.63297,-0.211625
5.2560e-03,-2.67234,-0.213219
5.3200e-03,-2.7125,-0.212375
5.3840e-03,-2.74203,-0.213438
5.4480e-03,-2.76984,-0.213047
5.5120e-03,-2.79562,-0.212156
5.5760e-03,-2.81547,-0.212609
5.6400e-03,-2.83172,-0.212563
5.7040e-03,-2.85047,-0.211703
5.7680e-03,-2.85953,-0.215063
5.8320e-03,-2.85078,-0.212078
5.8960e-03,-2.84844,-0.210938
5.9600e-03,-2.84031,-0.210078
6.0240e-03,-2.82578,-0.208828
6.0880e-03,-2.80094,-0.210203
6.1520e-03,-2.76562,-0.208984
6.2160e-03,-2.73359,-0.207094
6.2800e-03,-2.69031,-0.205078
6.3440e-03,-2.63922,-0.205281
6.4080e-03,-2.59734,-0.202234
6.4720e-03,-2.53984,-0.202156
6.5360e-03,-2.48094,-0.201438
6.6000e-03,-2.42812,-0.199531
6.6640e-03,-2.36859,-0.197766
6.7280e-03,-2.31578,-0.198172
6.7920e-03,-2.24969,-0.193609
6.8560e-03,-2.19109,-0.193172
6.9200e-03,-2.12578,-0.191813
6.9840e-03,-2.06234,-0.188781
7.0480e-03,-1.99266,-0.187344
7.1120e-03,-1.91953,-0.185
7.1760e-03,-1.85656,-0.184375
7.2400e-03,-1.78844,-0.183875
7.3040e-03,-1.72609,-0.180594
7.3680e-03,-1.66422,-0.178875
7.4320e-03,-1.59734,-0.177016
7.4960e-03,-1.53125,-0.174828
7.5600e-03,-1.48281,-0.173516
7.6240e-03,-1.435,-0.169438
7.6880e-03,-1.37437,-0.16875
7.7520e-03,-1.31875,-0.167281
7.8160e-03,-1.27594,-0.163656
7.8800e-03,-1.20797,-0.162219
7.9440e-03,-1.16516,-0.159625
8.0080e-03,-1.11734,-0.157906
8.0720e-03,-1.07141,-0.154813
8.1360e-03,-1.01484,-0.151172
8.2000e-03,-0.968594,-0.148844
8.2640e-03,-0.934219,-0.145875
8.3280e-03,-0.885156,-0.143984
8.3920e-03,-0.8375,-0.139969
8.4560e-03,-0.79875,-0.138
8.5200e-03,-0.754844,-0.134266
8.5840e-03,-0.704531,-0.131172
8.6480e-03,-0.659219,-0.126984
8.7120e-03,-0.624531,-0.124313
8.7760e-03,-0.580469,-0.120766
8.8400e-03,-0.548594,-0.118297
8.9040e-03,-0.505312,-0.112641
8.9680e-03,-0.47375,-0.111859
9.0320e-03,-0.435469,-0.108234
9.0960e-03,-0.402344,-0.103547
9.1600e-03,-0.363125,-0.100109
9.2240e-03,-0.332969,-0.0970469
9.2880e-03,-0.302344,-0.0941563
9.3520e-03,-0.274531,-0.0899219
9.4160e-03,-0.236875,-0.0863594
9.4800e-03,-0.201094,-0.0810469
9.5440e-03,-0.161719,-0.078125
9.6080e-03,-0.133125,-0.07325
9.6720e-03,-0.103125,-0.0700156
9.7360e-03,-0.0767187,-0.068375
9.8000e-03,-0.04375,-0.0626406
9.8640e-03,-0.00218749,-0.0589063
9.9280e-03,0.0179688,-0.0565781
9.9920e-03,0.0454688,-0.0524531
1.0056e-02,0.0789063,-0.0474219
1.0120e-02,0.112969,-0.0429063
1.0184e-02,0.132969,-0.0390156
1.0248e-02,0.161406,-0.0355781
1.0312e-02,0.198906,-0.0295625
1.0376e-02,0.222813,-0.0253594
1.0440e-02,0.245938,-0.0215469
1.0504e-02,0.278906,-0.0179688
1.0568e-02,0.301094,-0.0139219
1.0632e-02,0.338594,-0.00829688
1.0696e-02,0.364063,-0.00475
1.0760e-02,0.388906,4.68749e-05
1.0824e-02,0.41,0.0048125
1.0888e-02,0.438906,0.00725
1.0952e-02,0.4675,0.0118438
1.1016e-02,0.49375,0.0165
1.1080e-02,0.52125,0.0182969
1.1144e-02,0.542344,0.024125
1.1208e-02,0.565156,0.0276563
1.1272e-02,0.598906,0.0321094
1.1336e-02,0.617813,0.0363125
1.1400e-02,0.645625,0.0403281
1.1464e-02,0.677188,0.0467813
1.1528e-02,0.698906,0.0509688
1.1592e-02,0.716563,0.0523906
1.1656e-02,0.736094,0.056875
1.1720e-02,0.770313,0.0610469
1.1784e-02,0.794688,0.0645469
1.1848e-02,0.820156,0.0693125
1.1912e-02,0.84125,0.0720781
1.1976e-02,0.871719,0.0766406
1.2040e-02,0.889531,0.0805313
1.2104e-02,0.917813,0.0848281
1.2168e-02,0.947031,0.0898438
1.2232e-02,0.967344,0.0925469
1.2296e-02,0.99125,0.0971875
1.2360e-02,1.01531,0.0997031
1.2424e-02,1.03891,0.104609
1.2488e-02,1.06781,0.108344
1.2552e-02,1.08641,0.111219
1.2616e-02,1.11891,0.114688
1.2680e-02,1.14922,0.117234
1.2744e-02,1.17219,0.121609
1.2808e-02,1.20125,0.12575
1.2872e-02,1.23453,0.128328
1.2936e-02,1.25516,0.131906
1.3000e-02,1.28344,0.136188
1.3064e-02,1.31875,0.139141
1.3128e-02,1.35484,0.142266
1.3192e-02,1.38344,0.146563
1.3256e-02,1.40297,0.151234
1.3320e-02,1.44125,0.154203
1.3384e-02,1.47828,0.156828
1.3448e-02,1.50313,0.160625
1.3512e-02,1.53656,0.163578
1.3576e-02,1.56672,0.166563
1.3640e-02,1.60125,0.168797
1.3704e-02,1.63359,0.172781
1.3768e-02,1.66531,0.175391
1.3832e-02,1.69328,0.177484
1.3896e-02,1.73234,0.180109
1.3960e-02,1.75891,0.183125
1.4024e-02,1.80328,0.183375
1.4088e-02,1.83891,0.186266
1.4152e-02,1.87672,0.189063
1.4216e-02,1.91703,0.191328
1.4280e-02,1.96109,0.193875
1.4344e-02,2.00125,0.196375
1.4408e-02,2.04891,0.196844
1.4472e-02,2.09547,0.197281
1.4536e-02,2.14141,0.200422
1.4600e-02,2.19906,0.201813
1.4664e-02,2.24125,0.204
1.4728e-02,2.28563,0.205984
1.4792e-02,2.32781,0.204359
1.4856e-02,2.38578,0.205
1.4920e-02,2.43047,0.208688
1.4984e-02,2.485,0.208844
1.5048e-02,2.5225,0.210953
1.5112e-02,2.56953,0.209688
1.5176e-02,2.61125,0.211328
1.5240e-02,2.65078,0.210984
1.5304e-02,2.68813,0.211656
1.5368e-02,2.72125,0.212109
1.5432e-02,2.75813,0.211422
1.5496e-02,2.78422,0.2115
1.5560e-02,2.80734,0.212063
1.5624e-02,2.83172,0.211656
1.5688e-02,2.83688,0.21325
1.5752e-02,2.84703,0.209625
1.5816e-02,2.84688,0.211125
1.5880e-02,2.85047,0.211047
1.5944e-02,2.83984,0.208563
1.6008e-02,2.82438,0.210063
1.6072e-02,2.79891,0.209078
1.6136e-02,2.77609,0.204469
1.6200e-02,2.73719,0.207469
1.6264e-02,2.69266,0.204844
1.6328e-02,2.65078,0.204406
1.6392e-02,2.60594,0.203406
1.6456e-02,2.55563,0.201578
1.6520e-02,2.50328,0.200922
1.6584e-02,2.44813,0.198172
1.6648e-02,2.39219,0.198266
1.6712e-02,2.33047,0.197859
1.6776e-02,2.26672,0.193844
1.6840e-02,2.20609,0.195469
1.6904e-02,2.12797,0.190984
1.6968e-02,2.06031,0.191016
1.7032e-02,1.98984,0.190047
1.7096e-02,1.92344,0.186234
1.7160e-02,1.86484,0.185844
1.7224e-02,1.80125,0.183922
1.7288e-02,1.74156,0.181984
1.7352e-02,1.67719,0.178359
1.7416e-02,1.61406,0.177859
1.7480e-02,1.55797,0.176281
1.7544e-02,1.49703,0.173313
